"protein","logFC_pooled","P.Value_pooled","adjP_pooled"
"P49327",-0.00275681424636693,0.982150198588593,0.995131232728714
"Q9H553",0.00133599706877343,0.982169797168143,0.995131232728714
"P14324",0.00101669203589955,0.982230277999208,0.995131232728714
"Q92858",0.000677145383122946,0.982471984624369,0.995131232728714
"P17655",-0.00130260130734203,0.982550198953278,0.995131232728714
"P01861",-0.00154458555385241,0.982597314232209,0.995131232728714
"Q9H6Z4",0.00111323122777939,0.983343060526632,0.99568360808911
"Q9NR56",0.00425068094665921,0.983683567101586,0.99568360808911
"Q9UIL8",-0.000797800761680441,0.984027534662421,0.99568360808911
"Q9HAB8",-0.00276922838286316,0.984206332564098,0.99568360808911
"P08235",-0.00213064249847118,0.984256680844373,0.99568360808911
"Q9NWM8",0.00201052628802137,0.984494550796069,0.99568360808911
"Q13287",-0.00182995314090745,0.985037591962827,0.99568360808911
"Q9H3H3",-0.00262586403153633,0.98522404254285,0.99568360808911
"Q16352",0.00075317215678724,0.985646337741181,0.99568360808911
